,Message ID,Message Phrases
1049,1050,[work less and get paid more:role of a human resources director:meet us]
1050,1051,[role of a software developer:call us:get hired today:you are shortlisted:get hired today:call us:limited period job offer]
1051,1052,[call us:limited period job offer:limited period job offer:simplest path to become a millionaire:travel reimbursement:meet us:you are shortlisted:get hired today:meet us:simplest path to become a millionaire]
1052,1053,[meet us:open for all:you are shortlisted:meet us:simplest path to become a millionaire:simplest path to become a millionaire:received your profile:role of a human resources director:role of a human resources director:open for all:meet us:call us:limited period job offer:call us]
1053,1054,[limited period job offer:role of a human resources director:role of a software developer:received your profile:call us:call us]
1054,1055,[role of a software developer:work less and get paid more:meet us:call us:work less and get paid more:simplest path to become a millionaire:travel reimbursement]
1055,1056,[travel reimbursement:simplest path to become a millionaire]
1056,1057,[call us:role of a software developer:meet us:role of a human resources director:call us:open for all:received your profile:received your profile]
1057,1058,[meet us:received your profile:role of a human resources director:open for all:call us:call us:role of a human resources director:call us:get hired today:received your profile]
1058,1059,[work less and get paid more:you are shortlisted:you are shortlisted:call us:simplest path to become a millionaire:work less and get paid more]
1059,1060,[limited period job offer:received your profile:call us:meet us:limited period job offer:you are shortlisted:call us:role of a software developer:role of a software developer:received your profile:work less and get paid more:you are shortlisted]
1060,1061,[you are shortlisted:received your profile:you are shortlisted:meet us:simplest path to become a millionaire:get hired today]
1061,1062,[simplest path to become a millionaire:meet us:meet us:limited period job offer:you are shortlisted:limited period job offer:open for all:travel reimbursement:call us:you are shortlisted:limited period job offer:simplest path to become a millionaire:role of a software developer:role of a software developer]
1062,1063,[limited period job offer:you are shortlisted:get hired today:call us:call us:call us:call us:work less and get paid more:open for all:open for all]
1063,1064,[you are shortlisted:call us:meet us:work less and get paid more:role of a software developer:received your profile:simplest path to become a millionaire:you are shortlisted:you are shortlisted:call us:open for all:limited period job offer:limited period job offer]
